,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
555,CO2 emissions (kt),1991,1941.37,264709.7,10346.53,113960.1,413298.6,55132.7,380691.3,25505.9,75818,45545.1,1103961.3,1182.25,22629.7,60305.8
556,CO2 emissions (kt),1992,1525.47,268366.5,12272.25,112329.3,426367.3,52280.5,368655.7,20072.9,78176.9,67338.2,1115035.1,1234.16,24380,66977.8
557,CO2 emissions (kt),1993,1527.89,273016.9,13066.22,110108.3,422047.8,53461.8,349524.6,16093.7,78090.9,89562,1107586.8,1409.8,23960.3,73749.6
558,CO2 emissions (kt),1994,1493.59,280096.3,13372.03,114901.4,436764.6,59927.6,344475.4,10443.86,79730.8,102116,1160755.1,1744.5,24225.9,76253.6
559,CO2 emissions (kt),1995,1457.69,290141.5,13535.88,114568.7,448046,56092.5,352283.1,8177.32,82834.5,100068.8,1170985.4,1895.7,24325.8,82737.2
560,CO2 emissions (kt),1996,1407.3,300180.4,14154.98,119448.4,461700.7,62574.4,367959.6,6363.3,82753.7,98880.8,1184646.6,1959.1,25412.8,85821.1
561,CO2 emissions (kt),1997,1344.1,307778.5,14415.78,116634.7,476815.9,60624,359140.5,5518.89,83761.7,118910.2,1172604.1,2191.37,27689,89362.5
562,CO2 emissions (kt),1998,1318,327536.9,15488.92,119412.8,484791.8,57265.6,381182.3,4990.37,87127.2,91784.1,1130280.5,2315.7,27180.8,90190.3
563,CO2 emissions (kt),1999,1122,333677.7,15450.88,115514.5,494278.5,56509.9,375003.6,4522.2,87395.5,72714.4,1168954.7,3123.7,28612.9,98773.3
564,CO2 emissions (kt),2000,1078.12,339422.8,15876.5,117274.6,514215.1,55097.5,373235.8,4772.8,94460.6,87630.5,1184424.9,3221,29455,98374.1
565,CO2 emissions (kt),2001,1088.638,345609.4,16386.32,118339.8,506615.9,61088.1,376860.3,3516.2,96607.8,97553.3,1172339.5,3464.6,31618.8,99837.2
566,CO2 emissions (kt),2002,1403.03,353315.8,17221.48,110850.2,524353.4,63439.7,371167.2,2958.4,96596.2,91164.8,1206760.2,2786.7,31543.1,102325.6
567,CO2 emissions (kt),2003,1653.207,352893.5,17944.11,115502.1,544541.8,71708.1,376838.7,3157.2,100216.6,81278.1,1213929.5,3021.8,33397.6,105663.5
568,CO2 emissions (kt),2004,1292.307,366141.6,17927.3,113350.8,536417.3,67682.9,377948.5,3373.1,99844.6,88108.3,1207285.7,2809.6,32836.1,118313.6
569,CO2 emissions (kt),2005,1961.711,368801.9,20693.7,110960.2,549032.7,55460.2,380816.1,4243.1,101947.3,85127.9,1215474.4,3188.6,34232.2,121608.7
570,CO2 emissions (kt),2006,2283.68,374104.4,22485.4,108081.5,540525.6,67024.9,371741,4701.3,100702.8,82958.1,1193043.3,2616.1,34265.9,132304.2
571,CO2 emissions (kt),2007,2847.81,384368.3,23001,103905.8,571632,65102.7,363052.2,5626.6,104309.9,76650.1,1227990.8,2693.6,33270.5,145813.3
572,CO2 emissions (kt),2008,4375.64,387570.3,24762.2,106715.4,550553.2,56660.1,358211.2,4838.8,100405.6,88136.3,1158836.1,2994.9,34165.4,140734.2
573,CO2 emissions (kt),2009,6558.97,393859.7,24717.1,99904.4,521399.4,54180.9,343882.5,5624.3,94740.2,94205.5,1102386.2,3882.8,31169.7,145337.9
574,CO2 emissions (kt),2010,8576.15,395993.2,25965.7,106872.8,537091.5,62526.4,347940.1,5322.1,87578.5,108550.3,1157241.8,4640.9,31049.3,140378.6
575,CO2 emissions (kt),2011,11961.89,394436.7,26017.6,96488.2,549369.9,55123.4,335031.9,6521.8,84547.2,113039.8,1213775.6,5199.2,30290.6,141690
576,CO2 emissions (kt),2012,10208.13,395690,27174.2,95275.6,546291.6,49408.1,338315.4,7193,80085.3,129004.3,1254319.4,5997.8,32107.4,143819.1
577,CO2 emissions (kt),2013,9402.05,388427.4,28853,96550.6,555742.4,50191.3,338453.1,8024,72484.2,139103.6,1267376.2,6087.8,31885.5,145993.7
578,CO2 emissions (kt),2014,9281.34,379267.2,30282.7,90362.4,561760.5,46161.7,306017.4,8654,69548.7,134045.9,1217306.6,7132.2,31970.7,154235.2
579,CO2 emissions (kt),2015,10057.59,385782.4,30492.4,95096,558747.2,42815.4,311175.4,9399.4,68010.2,133169.7,1178349.1,7186.2,32281.2,164152.3
580,CO2 emissions (kt),2016,9294.93,394803.6,30301.1,94171.6,556874.1,45700.3,313835.2,9813.6,66848.6,143281.1,1164869.4,10735.7,31185.7,181113.3
581,CO2 emissions (kt),2017,10022.78,397149.4,30514.9,92587.4,568175.9,43015.4,317721.2,9907.1,66795.5,156456.4,1150835,13265.3,32927.4,198738.8
582,CO2 emissions (kt),2018,10972.38,396059.9,30844.4,93523.2,579573.9,44395.5,306948.4,9725.2,65021.2,168154.3,1111115.3,15139.4,32409,186865.6
583,CO2 emissions (kt),2019,11238.83,395199.1,32966.8,92989.4,566001.8,40987.1,300561.6,10549.6,59990.3,180687.6,1073645.3,13860.5,34008.2,184096.3
584,CO2 emissions (kt),2020,8709.47,378996.8,32470.2,85364.1,516873.7,36329.9,267154.7,10255,51002.2,163511.5,1014064.7,14949.2,31359.7,184111.2
585,CO2 emissions (metric tons per capita),1990,0.191389345,15.43718277,20.75200322,10.96703557,15.14896932,10.94225509,6.138336383,6.973823407,7.415999071,3.636029826,8.831598341,0.047857598,6.700312331,0.511428117
586,CO2 emissions (metric tons per capita),1991,0.180673786,15.31527127,19.32431852,11.39090004,14.74096404,10.99632211,6.501145018,5.274281933,7.346757395,2.552064066,8.905499177,0.058728477,6.474693142,0.505905993
587,CO2 emissions (metric tons per capita),1992,0.126516979,15.35397358,22.13329847,11.18243237,15.02813904,10.36901685,6.26433402,4.118785267,7.517688376,3.662536585,8.961503717,0.059615113,6.903191098,0.547315236
588,CO2 emissions (metric tons per capita),1993,0.109105697,15.48170527,22.77316973,10.91859517,14.71330913,10.55212854,5.913504862,3.277005152,7.465373028,4.641523878,8.872832435,0.066289378,6.707435194,0.587428024
589,CO2 emissions (metric tons per capita),1994,0.096637746,15.7309148,22.54014301,11.35882853,15.06050396,11.77745246,5.806327697,2.159573175,7.584076054,5.04324535,9.272836281,0.080042208,6.692237569,0.589992015
590,CO2 emissions (metric tons per capita),1995,0.088781157,16.11460158,22.08374801,11.30224288,15.29046634,10.98175532,5.916383137,1.755647933,7.842577172,4.776814087,9.33264314,0.084987737,6.622148418,0.621535222
591,CO2 emissions (metric tons per capita),1996,0.082266518,16.47101442,22.37036077,11.7606251,15.59261401,12.21065638,6.157646395,1.416679969,7.800476963,4.569494105,9.420124526,0.085985896,6.80943194,0.625359557
592,CO2 emissions (metric tons per capita),1997,0.075558698,16.70617608,22.08830862,11.45583865,15.94384836,11.79493116,5.988674927,1.26873572,7.856642447,5.32494849,9.30217362,0.094254837,7.322613916,0.632295558
593,CO2 emissions (metric tons per capita),1998,0.071269702,17.60233354,23.03239928,11.70368582,16.07657167,11.11198646,6.332690344,1.175973647,8.127151425,3.981354145,8.942092563,0.097695142,7.124718218,0.619966416
594,CO2 emissions (metric tons per capita),1999,0.058246842,17.73724311,22.32357076,11.29569403,16.25847341,10.93992536,6.197953802,1.087801574,8.12097682,3.052567566,9.231189045,0.129382417,7.460796329,0.659832693
595,CO2 emissions (metric tons per capita),2000,0.055166607,17.8373184,22.31594424,11.44002926,16.75746674,10.64437313,6.126515445,1.17062709,8.741650786,3.558041546,9.3377238,0.131150878,7.635378593,0.637262087
596,CO2 emissions (metric tons per capita),2001,0.055292719,17.93072692,22.4391139,11.50430124,16.33143678,11.77486619,6.141051661,0.875902663,8.893999815,3.83680457,9.220202282,0.138827943,8.148125242,0.627048268
597,CO2 emissions (metric tons per capita),2002,0.066810138,18.12321078,23.01340061,10.72800799,16.72041069,12.19853948,6.004364485,0.743594029,8.860393054,3.472238013,9.468870493,0.110006333,7.988628593,0.626753894
598,CO2 emissions (metric tons per capita),2003,0.073004968,17.89453913,23.05682192,11.13151691,17.20835919,13.75559321,6.052955998,0.79894001,9.170567172,3.002646255,9.504764403,0.117658016,8.293007549,0.633183139
599,CO2 emissions (metric tons per capita),2004,0.054866759,18.36887105,21.50972283,10.87700891,16.79418597,12.94580591,6.026319535,0.858876491,9.113949332,3.162657111,9.449563638,0.108045062,8.033296636,0.693317063
600,CO2 emissions (metric tons per capita),2005,0.080361134,18.27847309,22.94402725,10.58920275,17.0275681,10.57170894,6.026677842,1.087286023,9.278637163,2.966264934,9.512764042,0.121308224,8.280848593,0.697409169
601,CO2 emissions (metric tons per capita),2006,0.089756909,18.29274959,23.15740473,10.24667523,16.59521392,12.72721024,5.84238818,1.211566904,9.137884944,2.869965678,9.331294289,0.098650132,8.188572384,0.742989902
602,CO2 emissions (metric tons per capita),2007,0.109940042,18.45473766,22.10503858,9.778725166,17.38063077,12.30972712,5.670764603,1.45760873,9.441114623,2.674379896,9.593603175,0.100832327,7.876911786,0.801504378
603,CO2 emissions (metric tons per capita),2008,0.165573355,18.23928987,22.30139696,9.964114755,16.55942629,10.66362605,5.564039942,1.257337696,9.063643358,3.016467613,9.04895325,0.111411011,8.020423494,0.756912388
604,CO2 emissions (metric tons per capita),2009,0.239506901,18.15720084,20.95640945,9.253412196,15.50450587,10.14838156,5.314137365,1.474484056,8.529760961,3.110217425,8.609230985,0.143664057,7.244387115,0.764440548
605,CO2 emissions (metric tons per capita),2010,0.304230216,17.97375152,21.39480655,9.808816157,15.79453766,11.65808248,5.350407866,1.405473639,7.874814737,3.471956948,9.036009995,0.170862749,7.136621693,0.72190976
606,CO2 emissions (metric tons per capita),2011,0.408965291,17.65605534,21.46530295,8.741247718,15.99827172,10.23025564,5.127105446,1.73616463,7.613504634,3.491246743,9.495009896,0.190681578,6.90935219,0.713434273
607,CO2 emissions (metric tons per capita),2012,0.335061035,17.40561767,22.18412509,8.578030369,15.73682394,9.126037062,5.152358494,1.929000551,7.250812154,3.809431762,9.827855738,0.219452898,7.283727683,0.711250897
608,CO2 emissions (metric tons per capita),2013,0.298087813,16.7945881,22.86884161,8.651947187,15.84080976,9.228085749,5.127899428,2.158342273,6.610378952,3.920421174,9.944495272,0.22233215,7.178023908,0.710993637
609,CO2 emissions (metric tons per capita),2014,0.283692396,16.15574514,23.09657136,8.061552368,15.85217722,8.452183205,4.614807136,2.326710605,6.385059031,3.647856089,9.564305918,0.259710599,7.078644968,0.74061942
610,CO2 emissions (metric tons per capita),2015,0.297971775,16.19845822,22.38562499,8.434836506,15.64990728,7.813697924,4.675935087,2.523141909,6.285087825,3.526944212,9.268049646,0.260272199,7.003340999,0.778086203
611,CO2 emissions (metric tons per capita),2016,0.268358773,16.32033061,21.49530987,8.310660392,15.42182253,8.31624753,4.703475673,2.632753008,6.20348737,3.702550805,9.166714407,0.385328177,6.615409092,0.848207169
612,CO2 emissions (metric tons per capita),2017,0.281195816,16.14809051,20.94603778,8.139438591,15.54719472,7.809318955,4.747916929,2.657481054,6.210831583,3.948808972,9.063691208,0.470677341,6.840493601,0.918472672
613,CO2 emissions (metric tons per capita),2018,0.299082634,15.86356243,20.73796173,8.184366679,15.63665416,8.049188427,4.570517428,2.609706729,6.058130519,4.142680466,8.76197885,0.531081943,6.613271844,0.85042708
614,CO2 emissions (metric tons per capita),2019,0.297563651,15.59572675,22.06335481,8.093790746,15.05274694,7.423039601,4.460164948,2.835791247,5.595284353,4.347264139,8.478400575,0.480724943,6.830053021,0.824459652
615,CO2 emissions (metric tons per capita),2020,0.223478872,14.7726576,21.97690781,7.398130658,13.59937492,6.570145128,3.953682452,2.754709196,4.767184937,3.84217782,8.03149587,0.509366247,6.160799183,0.810360216
616,CO2 emissions from gaseous fuel consumption (% of total),1960,0,0,0,0.068504191,11.17426763,0,2.098374841,,0,14.01952085,0.688405797,0,0,8.005181347
617,CO2 emissions from gaseous fuel consumption (% of total),1961,0,0,0,0.075083975,11.83668845,0,2.820556287,,0,14.04541632,0.722732395,0,0,9.382036527
618,CO2 emissions from gaseous fuel consumption (% of total),1962,0,0.00386354,0,0.078484135,12.54867257,0,3.121854207,,0,13.72310191,0.907931267,0,0,10.54189435
619,CO2 emissions from gaseous fuel consumption (% of total),1963,0,0.007259265,7.975460123,0.065864735,10.60274448,0,2.871948006,,0,14.83216237,1.129790617,0,0,11.48742325
620,CO2 emissions from gaseous fuel consumption (% of total),1964,0,0.006729702,5.963302752,0.070748877,14.37647458,0,2.909786014,,0,16.08080808,1.115454091,0,0,14.04353689
621,CO2 emissions from gaseous fuel consumption (% of total),1965,0,0.006062811,7.76119403,0.090422202,15.0967817,0,2.865004012,,0,4.936396431,0.933525409,0,0,15.84358362
622,CO2 emissions from gaseous fuel consumption (% of total),1966,0,0.006094774,17.51412429,0.191704427,16.37230086,0,3.053056224,,0,3.759099934,0.882365789,0,0,17.58975284
623,CO2 emissions from gaseous fuel consumption (% of total),1967,20.28571429,0.005673598,11.31386861,0.86324553,15.9989073,0,3.245012223,,0,4.844497608,0.798700521,0,0,19.32687404
624,CO2 emissions from gaseous fuel consumption (% of total),1968,28.44311377,0.008171715,46.84385382,2.019733383,18.30723881,0,3.721041091,,0,4.723823694,0.752217869,0,0,18.91491254
625,CO2 emissions from gaseous fuel consumption (% of total),1969,0,0.342836521,46.68587896,4.010560351,18.98030514,0,4.017853182,,0,6.466774716,0.722232191,0,0,24.0256763
626,CO2 emissions from gaseous fuel consumption (% of total),1970,12.93859649,1.868044515,25.88401697,6.243979333,18.35402259,0,4.300868694,,0,6.303680982,0.99923686,0,1.446654611,19.3762242
627,CO2 emissions from gaseous fuel consumption (% of total),1971,23.21083172,2.685900821,32.20747889,8.907395673,19.14993188,0,4.826853386,,0,6.161859992,1.015669542,0,1.753104456,21.43651676
628,CO2 emissions from gaseous fuel consumption (% of total),1972,19.61722488,3.713879898,58.96414343,10.40107626,20.08428182,0,5.503600415,,0,6.080158829,0.936330393,0,2.603577089,28.59356838
629,CO2 emissions from gaseous fuel consumption (% of total),1973,20.35794183,3.795839588,55.71049137,11.80586729,21.47037062,0,6.025781172,,0,7.586454469,1.156462857,0,2.780016116,30.83821376
630,CO2 emissions from gaseous fuel consumption (% of total),1974,20.84130019,4.476405259,70.21709634,14.17491525,21.43381039,1.861743912,6.487237138,,0,5.024887414,1.54747939,0,3.069403715,32.73412087
631,CO2 emissions from gaseous fuel consumption (% of total),1975,22.4137931,4.761904762,69.40726577,15.28966574,21.6505697,3.07826917,8.072959401,,0,7.531519575,1.97327107,0,3.313253012,32.75426406
632,CO2 emissions from gaseous fuel consumption (% of total),1976,15.12915129,5.318096681,63.63636364,15.32972302,24.79452684,2.974828375,7.669043147,,0,7.100991885,2.27749536,0,8.768585589,34.98715478
633,CO2 emissions from gaseous fuel consumption (% of total),1977,21.47239264,5.889474712,60.82474227,15.55510488,25,3.424607521,8.401522142,,0,5.184563758,2.641598212,0,13.47543353,36.38550594
634,CO2 emissions from gaseous fuel consumption (% of total),1978,13.92190153,6.837901616,64.25873466,14.36784712,25.15958948,3.602458148,8.687268483,,0,5.54592721,3.820407965,0,14.9460395,34.77833895
635,CO2 emissions from gaseous fuel consumption (% of total),1979,17.18494272,7.460257855,66.36609558,15.21102453,25.48588588,3.46223932,9.166886114,,0,6.352501557,4.282425173,0,12.1967505,34.5145379
636,CO2 emissions from gaseous fuel consumption (% of total),1980,10.625,8.011894083,70.9902371,15.08252703,25.29887235,3.034500126,9.723250178,,0,5.408886027,5.062595538,0,10.43898341,35.99771298
637,CO2 emissions from gaseous fuel consumption (% of total),1981,15.34195933,8.845908946,66.27956989,15.17696106,25.60824813,2.726560831,11.02517783,,0,2.043378995,5.231434364,0,13.09074773,38.972391
638,CO2 emissions from gaseous fuel consumption (% of total),1982,18.84816754,9.631137912,63.17554976,13.21708207,26.61863508,3.072601924,11.06410837,,0.414879404,2.179379715,5.530639097,0,21.19018898,37.05738107
639,CO2 emissions from gaseous fuel consumption (% of total),1983,24.41860465,10.13706221,79.76827094,16.04546275,27.92462988,3.086964191,12.57668445,,0.283884598,1.693952872,6.04086713,0,23.35170443,36.19324902
640,CO2 emissions from gaseous fuel consumption (% of total),1984,32.9015544,10.17358958,73.99442453,15.96229434,28.50828444,3.462639938,13.24160017,,0.302075969,2.298431229,7.632539707,0,29.01938426,34.09771541
641,CO2 emissions from gaseous fuel consumption (% of total),1985,33.96029258,12.50760063,80.89928058,16.06528607,29.69279422,3.750738334,13.93693801,,0.272298197,3.447426742,8.41642264,0,31.53380424,32.82549553
642,CO2 emissions from gaseous fuel consumption (% of total),1986,38.27304551,11.71625483,85.21478521,13.11755899,28.60789976,4.242590937,14.45063619,,0.347286822,1.205651974,8.884117077,0,36.00832933,32.84888032
643,CO2 emissions from gaseous fuel consumption (% of total),1987,12.55868545,11.32143011,78.69746551,14.6514936,27.63835756,5.196209375,13.94752436,,0.369749841,3.633589904,9.139014397,0,32.85171103,31.37886157
644,CO2 emissions from gaseous fuel consumption (% of total),1988,15.34526854,11.37681668,78.95688875,14.86096393,27.91496136,6.148548942,14.08149593,,0.388328569,4.264737638,8.722958569,0,34.20444701,31.37007874
645,CO2 emissions from gaseous fuel consumption (% of total),1989,17.30515192,10.93347767,85.28584817,15.42057669,29.90359043,8.110181311,13.83353202,,0.415224913,3.38906688,9.048879036,0,35.04618938,34.39812308
646,CO2 emissions from gaseous fuel consumption (% of total),1990,13.62736486,12.85119347,97.41108939,17.11557406,29.91467766,9.160778959,16.72231811,,0.417035176,5.694169622,9.248723365,0,39.7600762,37.89533661
647,CO2 emissions from gaseous fuel consumption (% of total),1991,14.18620438,11.98275471,96.08602899,17.55307564,30.73076187,9.584884818,17.15742573,,0.411098655,7.550397691,9.620709441,0,42.63840336,39.8013298
648,CO2 emissions from gaseous fuel consumption (% of total),1992,25.38692308,12.24064168,81.05056235,18.45088934,31.38900352,10.4791469,17.68049829,45.16603886,0.370546175,6.469896127,9.738566494,0,41.94723247,38.16047221
649,CO2 emissions from gaseous fuel consumption (% of total),1993,25.88470588,12.54960604,95.78529457,19.56554809,33.57454812,10.63882716,19.07305811,42.89182101,0.272360097,5.518882505,10.05594597,0,41.60841071,36.57551532
